$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size
0.8506319559538249, 0.9407281157258361, 6.482102532609649, 0.4913715080605673, 34.91659869823388, 23.349216256934966, 3.7171933250488975, 1.3379780759818016, 23.63916766228988
0.5690585864319216, 1.0864090058529567, 7.993328182797797, 0.682468506180745, 86.31693184520215, 36.287288714353295, 0.3821036770488564, 3.4402174077043677, 18.657642393687983
0.402286319390571, 1.1358777168949314, 5.7268188706979855, 0.4681942446804266, 13.69170474119672, 20.533359186478226, 1.198475714506349, 3.97891155397093, 31.977476960758253
0.5871496550176052, 1.108542517413425, 8.937105857403207, 0.63686844068206, 36.85058806990638, 35.16710381224583, 1.462639193990268, 2.715916716999163, 26.344821141849163
0.10469576838009483, 1.1658767614191503, 3.445784183368266, 0.514982121319173, 87.2284335367178, 12.053083289501847, 1.7028741197822597, 1.8829784914938568, 7.310780895185457
0.30634569154258284, 1.0576414924510538, 5.750699044203602, 0.524404832829096, 79.77169198752713, 12.949893898656153, 2.82396911008402, 3.1239004000123725, 34.44690835933523
0.6780187476201005, 0.8286737057940521, 6.346733421898379, 0.5382312162958099, 44.74780831445242, 36.71439997329975, 0.5594368773704281, 4.590419186219428, 2.5283347916506584
0.1658164578588318, 1.0524247951296661, 3.0615890913780177, 0.5776672454691912, 70.2302130501415, 6.687609366224107, 3.625716004778456, 1.355449883136544, 42.51322038905247
0.5816456306957501, 0.9676251408090606, 2.7154338456188096, 0.541585497482849, 14.606319638590717, 3.029209789714164, 3.013746901732439, 1.8013016187131536, 8.05498029108536
0.7764943085110894, 1.1742553784414775, 2.6249052591534703, 0.5392654424504058, 61.23167657233133, 48.76258832492823, 2.1747024428936843, 2.475081438232242, 21.267933088831978
0.730570011315056, 1.170969093001035, 9.041637057472578, 0.5658249941845723, 34.51379947718645, 13.39966932850742, 0.032913720353358045, 4.559034181254466, 7.5118388967436545
0.3220467927742912, 0.9104464088555129, 5.4095748102123045, 0.5329881232117605, 88.27312091473941, 38.768570682533124, 3.8412771329765873, 3.8235401886833777, 21.77983313361348
0.19560865877102662, 1.072694005878184, 5.722816977660399, 0.4655801519527212, 91.58574454519703, 3.04028059731664, 2.5152100749799358, 1.2168089081123612, 27.716009335646998
0.7672509414510743, 0.9346204164334527, 8.974898369385919, 0.4651812956279464, 6.652405258747929, 49.78906829101381, 3.2172510171746374, 1.747736263668832, 40.619043552457356
0.4216337337496552, 1.0104121624270588, 8.973251395079258, 0.4958226599357656, 8.185141667297913, 9.109913778276754, 3.641434859889908, 1.9430601312731284, 5.768821164507699
0.465467507675535, 1.0225017184660026, 6.22582413774074, 0.4681435516316381, 60.56203262883842, 16.164674533737305, 3.8560938104222533, 0.9168621251680331, 41.13455825474987
0.5583701422916935, 1.0867144364480754, 4.840182486348755, 0.699017665264481, 37.74556131043084, 38.726862809161965, 2.9520908891835886, 2.2272509045174687, 2.9739097572849316
0.40748023773451947, 1.0898551301690658, 7.254024252377781, 0.6542187857270706, 3.0859328705956655, 1.819416109392356, 2.88093300867535, 2.21097238346315, 16.422474843415444
0.6467839542891024, 1.1921167159883634, 7.967615419382903, 0.6454734755150289, 49.02122367358077, 46.628886086653594, 3.842523919266703, 3.07214221243611, 33.40960814656569
0.14380815580121356, 1.0124074809337076, 5.214421077626669, 0.4992787742801588, 19.41075168543649, 46.5417816881245, 3.3155972206833124, 4.857584682733422, 5.314650373013729
0.35973554948141817, 1.0947660332804707, 9.638251761448076, 0.6530643368290143, 21.228187404002675, 28.080357654880256, 0.6228553679273823, 1.301290275679663, 18.565235585462908
0.2004287823297454, 1.065917864394154, 2.483521282666107, 0.5242029390861701, 56.48669004187286, 44.40680494042066, 1.9849856663510002, 1.4315357017814612, 38.237202376846085
0.6954053744597404, 1.050720909971308, 6.153724554245575, 0.4398441141232057, 78.02469174118542, 38.97365867418474, 0.3747649417654024, 3.4289520858147555, 31.421275549160676
0.6073188621810796, 1.1064336967114023, 2.9715955662527165, 0.55253314029317, 94.04295395360947, 20.033941397974292, 1.207251869908009, 3.487406709215857, 41.036887555234124
0.7017360772919149, 1.1062673145044506, 7.20288707028985, 0.42390063692805485, 93.18080122613856, 7.6771205205633635, 3.5432956029139544, 0.9115581337053685, 27.74309423896424
0.2514141832017785, 1.1590361687198465, 9.550073649995692, 0.40960631649510804, 10.131812494427047, 7.454762253432614, 0.7696818939153589, 2.7615703895676056, 19.69535737387498
0.20289165331508718, 0.853337993020615, 3.7845056963538006, 0.4473899556132761, 61.968856337924755, 27.374152611581483, 3.9221933738127026, 2.264130980482469, 2.2921203722179526
0.5285121149827863, 1.170127924347271, 6.469324304913272, 0.5124625744389238, 91.51447499823958, 24.241050723035784, 2.56907564340675, 2.742895880719801, 24.183325578289022
0.2585373257209378, 0.9981818134117205, 6.926382119705941, 0.5235637036276614, 14.62229184404606, 46.443985008706754, 0.8643155442404296, 3.655238110504719, 3.6894840878746513
0.24788899509823087, 1.0926161990372971, 8.29713219349018, 0.47099438738322885, 48.827800507347305, 4.489549575662064, 2.7808298936284395, 0.6304917154824002, 24.58255068097633
0.851721470926014, 1.1995948085990067, 3.802611857758607, 0.6217236996125779, 58.64160260924612, 29.636975066415665, 2.1802734267684936, 4.3497819990216975, 18.54656825442206
0.12773210815014047, 0.8319020360803931, 3.493871836695927, 0.6790665781804988, 74.72137918085387, 46.77276497160828, 0.38071832888850654, 0.9815736927990437, 42.934344941401825
0.891047411620538, 1.1211477837939876, 7.3620538848930455, 0.47048303508945283, 68.98471985393205, 15.680719474953062, 3.7468034261776473, 3.727041720747027, 25.680024473768725
