$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size
0.7169273939753106, 0.9414588500492626, 5.058860437262648, 0.5786230765656963, 67.72253557837932, 16.52938252045773, 1.5173751693215793, 1.6158394295420142, 37.568530470120464
0.7129733682017807, 1.161916266955482, 2.1866969502883657, 0.610035840639451, 99.77578436276946, 26.05388533404231, 3.4877007347918787, 3.4239722083939212, 38.18933030013569
0.15029032637056527, 0.9421283247555361, 6.884835182717028, 0.633604108089741, 60.161378673147524, 20.512872523273124, 0.39749393288935053, 2.1290625327057433, 22.06611626224496
0.35707356041642047, 1.1924418781317974, 5.395420697177104, 0.5965333685201724, 33.031626992645926, 27.500308012003526, 0.5703141237005394, 4.053758525267175, 9.16483255148534
0.8969565949177161, 0.9247505152746223, 4.286298304710137, 0.5526754493643056, 15.976603103116394, 38.77995694382402, 0.40280200480210393, 4.590249620395504, 41.8707760167635
0.6748617907895601, 1.1394638494736475, 5.389483841382264, 0.5559378477752143, 2.438408067397427, 13.595319087830815, 0.35586412567441617, 3.6029672226567278, 33.53884363237454
0.48810761926724067, 0.9285827460409583, 8.943861609652231, 0.6700218356232153, 77.3540552759164, 30.993937538355826, 1.3318010247118153, 3.98898967561074, 3.506608984050147
0.6965986779469234, 1.132356530023644, 5.908617248748504, 0.6187202730002527, 42.35070249103218, 2.2354776495307256, 2.6157031697717663, 2.822005594265323, 21.608097335902116
0.890609894542664, 0.8211453800261049, 4.762698505531046, 0.5463479507927507, 37.54815018972619, 17.33234542420328, 1.7971269421636729, 3.295105223716547, 27.913705770375596
0.7972626079874302, 0.9817623282134008, 7.81292154470581, 0.5226060381352446, 48.375817539262, 5.023077103784827, 2.360255950692726, 1.5724443828237415, 6.653949887887206
0.5928780224829698, 1.1428149885435088, 8.217290101908109, 0.6123957494550567, 33.44299976681735, 28.46613945318447, 1.4332369935441576, 3.599741042512324, 14.783906950828912
0.6729988315516551, 1.0643452592368872, 9.531948078505486, 0.6201666720349498, 25.06916943468883, 7.517723997471192, 3.670753549252967, 4.946499783277528, 19.84830504933694
0.12641205715862727, 0.8463223238065616, 6.586028366450776, 0.5682333149977835, 54.21147219709943, 13.73100649190105, 0.47433524643630376, 1.826034487810786, 35.63930466155146
0.8276336086879122, 1.0374147420146866, 6.538984810446882, 0.6164074879592084, 16.213229303910317, 27.929306255728065, 2.1766649740231188, 1.7493516874841752, 20.13694217660185
0.7530430818438133, 0.8828385537357817, 4.384649992912802, 0.6007259074171005, 19.693411129083163, 9.086077768159825, 1.0305322936007508, 0.09496663960006313, 15.475526216573757
0.20162949588005522, 0.9790270179814197, 8.71911493613819, 0.5205846596962719, 60.34062444695058, 8.807617287402788, 1.2875444312856894, 3.9193088379985075, 27.829357904850678
0.4149045915622088, 1.1913627248466887, 5.49617768719633, 0.47200396957543805, 28.123796194657256, 43.37976963767207, 3.6951483560409826, 0.344731629993385, 7.887857670478706
0.687419530304227, 1.1180403333910451, 3.7926414517305442, 0.5571829602008574, 36.836333548540146, 10.158747483231876, 1.1018596626926178, 3.400904046627851, 40.77479889128152
0.3651348482316207, 0.8266605895007826, 2.240890239530234, 0.6637703565512774, 89.01274514720663, 35.94797422150512, 2.0338850969348705, 3.3432745555438093, 22.062462632176
0.7958925875687393, 1.0567872164451313, 3.939235652487363, 0.5612999058411015, 58.345077915099864, 26.033071431399236, 2.6319373289944488, 3.515866738722404, 28.432764149343303
0.7567764839916432, 1.0169965626422648, 5.173028844890153, 0.5854291502303386, 60.994027334243164, 11.814505639860538, 1.6903444099270732, 2.2559075719510124, 21.43096400594749
0.83185506692588, 1.0745597593710026, 8.16581056325869, 0.41358820480022884, 21.405469446474623, 30.638934694386077, 3.566878992898843, 4.505282295251743, 16.034240155134565
0.1908310213409953, 0.9719644810126105, 9.012885982989294, 0.458276569237281, 51.15647480044017, 32.848998897804876, 1.1803800308558325, 2.256665572888472, 19.135774869611172
0.47986685159641407, 0.948460771089481, 8.224124652746877, 0.40617707354175353, 12.163402424041537, 11.241880930966948, 3.989411102757211, 2.9296358029336576, 26.705260602655184
0.17985376205019066, 1.185336362946412, 7.816419129824354, 0.5388445493817906, 35.37764878371878, 47.653955701413636, 3.232013051957554, 3.7063432097632294, 4.966261243449196
